icao,name,email,phone
DSU,Delta State University,deltastateuniversity@email.com,3009
DNM,Denim Air,denimair@email.com,3010
FEC,Denver Express,denverexpress@email.com,3011
DJT,Denver Jet,denverjet@email.com,3012
FGC,Departmento De Agricultura De La Generalitat De Cataluna,departmentodeagriculturadelageneralitatdecataluna@email.com,3013
DRY,Deraya Air Taxi,derayaairtaxi@email.com,3014
DRX,Des R Cargo Express,desrcargoexpress@email.com,3015
MIZ,Desarrollo Milaz,desarrollomilaz@email.com,3016
DTY,Destiny Air Services,destinyairservices@email.com,3017
,Deutsche Bahn,deutschebahn@email.com,3018
AMB,Deutsche Rettungsflugwacht,deutscherettungsflugwacht@email.com,3019
LFO,Deutsches Zentrum fur Luft-und Raumfahrt EV,deutscheszentrumfurluft-undraumfahrtev@email.com,3020
DIS,Di Air,diair@email.com,3021
SPK,Diamond Aviation,diamondaviation@email.com,3022
DRB,Didier Rousset Buy,didierroussetbuy@email.com,3023
DGT,Digital Equipment Corporation,digitalequipmentcorporation@email.com,3024
RDN,Dinar,dinar@email.com,3025
DIP,Diplomatic Freight Services,diplomaticfreightservices@email.com,3026
ENA,Direccion General de Aviacion Civil y Telecomunicasciones,direcciongeneraldeaviacioncivilytelecomunicasciones@email.com,3027
DIA,Direct Air,directair@email.com,3028
XAP,Direct Air trading as Midway Connection,directairtradingasmidwayconnection@email.com,3029
DCT,Direct Flight,directflight@email.com,3030
SXP,Sky Express,skyexpress@email.com,3031
DIR,Dirgantara Air Service,dirgantaraairservice@email.com,3032
DCV,Discover Air,discoverair@email.com,3033
DVA,Discovery Airways,discoveryairways@email.com,3034
XDS,Dispatch Services,dispatchservices@email.com,3035
DIX,Dix Aviation,dixaviation@email.com,3036
DEE,Dixie Airways,dixieairways@email.com,3037
DJB,Djibouti Airlines,djiboutiairlines@email.com,3038
UDN,Dniproavia,dniproavia@email.com,3039
FDN,Flying Dolphin Airlines,flyingdolphinairlines@email.com,3040
IXX,Dolphin Express Airlines,dolphinexpressairlines@email.com,3041
DPL,Dome Petroleum,domepetroleum@email.com,3042
MYO,Dominguez Toledo (Grupo Mayoral),domingueztoledo(grupomayoral)@email.com,3043
DOA,Dominicana de Aviaci,dominicanadeaviaci@email.com,3044
DMO,Domodedovo Airlines,domodedovoairlines@email.com,3045
DVB,Don Avia,donavia@email.com,3046
DON,Donair Flying Club,donairflyingclub@email.com,3047
UDC,DonbassAero,donbassaero@email.com,3048
DAD,Dorado Air,doradoair@email.com,3049
DOR,Dornier,dornier@email.com,3050
DAV,Dornier Aviation Nigeria,dornieraviationnigeria@email.com,3051
DOM,Dos Mundos,dosmundos@email.com,3052
HDA,Dragonair,dragonair@email.com,3053
DCA,Dreamcatcher Airways,dreamcatcherairways@email.com,3054
DRK,Druk Air,drukair@email.com,3055
DRE,Drummond Island Air,drummondislandair@email.com,3056
DUB,Dubai Airwing,dubaiairwing@email.com,3057
DBK,Dubrovnik Air,dubrovnikair@email.com,3058
DUK,Ducair,ducair@email.com,3059
DBJ,Duchess of Britany (Jersey) Limited,duchessofbritany(jersey)limited@email.com,3060
LPD,UK Royal/HRH Duke of York,ukroyal/hrhdukeofyork@email.com,3061
DUN,Dun'Air,dun'air@email.com,3062
PHD,Duncan Aviation,duncanaviation@email.com,3063
VVF,Dunyaya Bakis Hava Tasimaciligi,dunyayabakishavatasimaciligi@email.com,3064
DUO,Duo Airways,duoairways@email.com,3065
DJE,Durango Jet,durangojet@email.com,3066
DNL,Dutch Antilles Express,dutchantillesexpress@email.com,3067
DCE,Dutch Caribbean Express,dutchcaribbeanexpress@email.com,3068
DBR,Dutchbird,dutchbird@email.com,3069
DFS,Dwyer Aircraft Services,dwyeraircraftservices@email.com,3070
XDY,Dynair Services,dynairservices@email.com,3071
DNR,Dynamair Aviation,dynamairaviation@email.com,3072
DYE,Dynamic Air,dynamicair@email.com,3073
BAG,dba,dba@email.com,3074
EHD,E H Darby Aviation,ehdarbyaviation@email.com,3075
,Electronic Data Systems,electronicdatasystems@email.com,3076
1Y,Electronic Data Systems,electronicdatasystems@email.com,3077
EAD,EAA Escola De Aviacao Aerocondor,eaaescoladeaviacaoaerocondor@email.com,3078
EXW,Executive Airlines Services,executiveairlinesservices@email.com,3079
EFS,EFAOS- Agencia De Viagens e Turismo,efaos-agenciadeviagenseturismo@email.com,3080
EFD,EFD Eisele Flugdienst,efdeiseleflugdienst@email.com,3081
FSD,EFS-Flugservice,efs-flugservice@email.com,3082
EIS,EIS Aircraft,eisaircraft@email.com,3083
IAG,EPAG Groupe Air France,epaggroupeairfrance@email.com,3084
ESI,ESI Eliservizi Italiani,esieliserviziitaliani@email.com,3085
EUY,EU Airways,euairways@email.com,3086
EUJ,EUjet,eujet@email.com,3087
EVA,EVA Air,evaair@email.com,3088
ICR,Eagle Aero,eagleaero@email.com,3089
EGR,Eagle Air,eagleair@email.com,3090
,Eagle Air,eagleair@email.com,3091
EGX,Eagle Air Company,eagleaircompany@email.com,3092
FEI,Eagle Air Iceland,eagleairiceland@email.com,3093
EGU,Eagle Aviation,eagleaviation@email.com,3094
GYP,Eagle Aviation,eagleaviation@email.com,3095
EGN,Eagle Aviation France,eagleaviationfrance@email.com,3096
SEG,Eagle International,eagleinternational@email.com,3097
EGJ,Eagle Jet Charter,eaglejetcharter@email.com,3098
EMD,Eaglemed (Ballard Aviation),eaglemed(ballardaviation)@email.com,3099
ERX,Earth Airlines Services,earthairlinesservices@email.com,3100
UGX,East African,eastafrican@email.com,3101
HSA,East African Safari Air,eastafricansafariair@email.com,3102
EXZ,East African Safari Air Express,eastafricansafariairexpress@email.com,3103
EMU,East Asia Airlines,eastasiaairlines@email.com,3104
ECT,East Coast Airways,eastcoastairways@email.com,3105
ECJ,East Coast Jets,eastcoastjets@email.com,3106
EHA,East Hampton Aire,easthamptonaire@email.com,3107
EKC,East Kansas City Aviation,eastkansascityaviation@email.com,3108
CTK,East Midlands Helicopters,eastmidlandshelicopters@email.com,3109
DXH,East Star Airlines,eaststarairlines@email.com,3110
EWA,East-West Airlines,east-westairlines@email.com,3111
EAZ,Eastern Air,easternair@email.com,3112
EAX,Eastern Air Executive,easternairexecutive@email.com,3113
EZE,Eastern Airways,easternairways@email.com,3114
EAQ,Eastern Australia Airlines,easternaustraliaairlines@email.com,3115
ECI,Eastern Carolina Aviation,easterncarolinaaviation@email.com,3116
GNS,Eastern Executive Air Charter,easternexecutiveaircharter@email.com,3117
LIS,Eastern Express,easternexpress@email.com,3118
EME,Eastern Metro Express,easternmetroexpress@email.com,3119
EPB,Eastern Pacific Aviation,easternpacificaviation@email.com,3120
ESJ,Eastern Sky Jets,easternskyjets@email.com,3121
ELA,Eastland Air,eastlandair@email.com,3122
SGR,Eastwind Airlines,eastwindairlines@email.com,3123
FYE,Easy Link Aviation Services,easylinkaviationservices@email.com,3124
CMN,Eckles Aircraft,ecklesaircraft@email.com,3125
EJT,Eclipse Aviation,eclipseaviation@email.com,3126
ECQ,Eco Air,ecoair@email.com,3127
DEI,Ecoair,ecoair@email.com,3128
ECX,Ecomex Air Cargo,ecomexaircargo@email.com,3129
ECD,Ecotour,ecotour@email.com,3130
XCC,Ecoturistica de Xcalak,ecoturisticadexcalak@email.com,3131
ECV,Ecuatoguineana De Aviacion (EGA),ecuatoguineanadeaviacion(ega)@email.com,3132
EQC,Ecuatorial Cargo,ecuatorialcargo@email.com,3133
ECU,Ecuavia,ecuavia@email.com,3134
EDW,Edelweiss Air,edelweissair@email.com,3135
SLO,Edgartown Air,edgartownair@email.com,3136
EDC,Edinburgh Air Charter,edinburghaircharter@email.com,3137
EDJ,Edwards Jet Center of Montana,edwardsjetcenterofmontana@email.com,3138
EIJ,Efata Papua Airlines,efatapapuaairlines@email.com,3139
MSR,Egyptair,egyptair@email.com,3140
MSX,Egyptair Cargo,egyptaircargo@email.com,3141
EGY,Egyptian Air Force,egyptianairforce@email.com,3142
EJX,Egyptian Aviation,egyptianaviation@email.com,3143
EMA,Egyptian Aviation Company,egyptianaviationcompany@email.com,3144
EIX,Ei Air Exports,eiairexports@email.com,3145
EIR,Eirjet,eirjet@email.com,3146
ELY,El Al Israel Airlines,elalisraelairlines@email.com,3147
CMX,El Caminante Taxi Aereo,elcaminantetaxiaereo@email.com,3148
GLQ,El Quilada International Aviation,elquiladainternationalaviation@email.com,3149
ELS,El Sal Air,elsalair@email.com,3150
ESC,El Sol De America,elsoldeamerica@email.com,3151
BRQ,El-Buraq Air Transport,el-buraqairtransport@email.com,3152
ELX,Elan Express,elanexpress@email.com,3153
LBR,Elbe Air Transport,elbeairtransport@email.com,3154
NLK,Elbrus-Avia Air Enterprise,elbrus-aviaairenterprise@email.com,3155
DND,Eldinder Aviation,eldinderaviation@email.com,3156
PDV,Elicar,elicar@email.com,3157
EDO,Elidolomiti,elidolomiti@email.com,3158
ELB,Elieuro,elieuro@email.com,3159
EFG,Elifriulia,elifriulia@email.com,3160
ELH,Elilario Italia,elilarioitalia@email.com,3161
EOA,Elilombarda,elilombarda@email.com,3162
MEE,Elimediterranea,elimediterranea@email.com,3163
VUL,Elios,elios@email.com,3164
IEP,Elipiu',elipiu'@email.com,3165
RSA,Elisra Airlines,elisraairlines@email.com,3166
EAI,Elite Air,eliteair@email.com,3167
EJD,Elite Jets,elitejets@email.com,3168
FGS,Elitellina,elitellina@email.com,3169
ELT,Elliott Aviation,elliottaviation@email.com,3170
MGG,Elmagal Aviation Services,elmagalaviationservices@email.com,3171
ELR,Elrom Aviation and Investments,elromaviationandinvestments@email.com,3172
EAM,Embassy Airlines,embassyairlines@email.com,3173
EFT,Embassy Freight Company,embassyfreightcompany@email.com,3174
EMB,Empresa Brasileira De Aeronautica,empresabrasileiradeaeronautica@email.com,3175
XSL,Embry-Riddle Aeronautical University,embry-riddleaeronauticaluniversity@email.com,3176
JEM,Emerald Airways,emeraldairways@email.com,3177
EWW,Emery Worldwide Airlines,emeryworldwideairlines@email.com,3178
EMT,Emetebe,emetebe@email.com,3179
UAE,Emirates,emirates@email.com,3180
SBC,Emoyeni Air Charter,emoyeniaircharter@email.com,3181
EMP,Empire Air Service,empireairservice@email.com,3182
CFS,Empire Airlines,empireairlines@email.com,3183
MPR,Empire Aviation Services,empireaviationservices@email.com,3184
ETP,Empire Test Pilots' School,empiretestpilots'school@email.com,3185
AUO,Empresa (Aero Uruguay),empresa(aerouruguay)@email.com,3186
PRG,Empresa Aero-Servicios Parrague,empresaaero-serviciosparrague@email.com,3187
CRN,Empresa Aerocaribbean,empresaaerocaribbean@email.com,3188
VNA,Empresa Aviacion Interamericana,empresaaviacioninteramericana@email.com,3189
EEA,Empresa Ecuatoriana De Aviacion,empresaecuatorianadeaviacion@email.com,3190
CNI,Empresa Nacional De Servicios Aereos,empresanacionaldeserviciosaereos@email.com,3191
VNE,Empresa Venezolana,empresavenezolana@email.com,3192
GTV,Empresa de Aviacion Aerogaviota,empresadeaviacionaerogaviota@email.com,3193
XLT,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,empressabrasileiradeinfra-estruturaaeroportuaria-infraero@email.com,3194
ENC,Endecots,endecots@email.com,3195
ENI,Enimex,enimex@email.com,3196
ENK,Enkor JSC,enkorjsc@email.com,3197
EGV,Enrique Gleisner Vivanco,enriquegleisnervivanco@email.com,3198
ESE,Ensenada Vuelos Especiales,ensenadavuelosespeciales@email.com,3199
ENS,Entergy Services,entergyservices@email.com,3200
EWS,Enterprise World Airways,enterpriseworldairways@email.com,3201
ESS,Eos Airlines,eosairlines@email.com,3202
EKA,Equaflight Service,equaflightservice@email.com,3203
EQZ,Equatair Air Services (Zambia),equatairairservices(zambia)@email.com,3204
EQT,Equatorial Airlines,equatorialairlines@email.com,3205
ERH,Era Helicopters,erahelicopters@email.com,3206
IRY,Eram Air,eramair@email.com,3207
ERF,Erfoto,erfoto@email.com,3208
ERE,Erie Airways,erieairways@email.com,3209
ERT,Eritrean Airlines,eritreanairlines@email.com,3210
CTV,Escuela De Pilotos Are Aviacion,escueladepilotosareaviacion@email.com,3211
EPC,Espace Aviation Services,espaceaviationservices@email.com,3212
ERC,Esso Resources Canada,essoresourcescanada@email.com,3213
ESF,Estafeta Carga Aerea,estafetacargaaerea@email.com,3214
ELL,Estonian Air,estonianair@email.com,3215
ETA,Estrellas Del Aire,estrellasdelaire@email.com,3216
ETH,Ethiopian Airlines,ethiopianairlines@email.com,3217
MJM,Eti 2000,eti2000@email.com,3218
ETD,Etihad Airways,etihadairways@email.com,3219
ETM,Etram Air Wing,etramairwing@email.com,3220
EVN,Euraviation,euraviation@email.com,3221
ECN,Euro Continental AIE,eurocontinentalaie@email.com,3222
,Euro Exec Express,euroexecexpress@email.com,3223
ESN,Euro Sun,eurosun@email.com,3224
EAK,Euro-Asia Air,euro-asiaair@email.com,3225
KZE,Euro-Asia Air International,euro-asiaairinternational@email.com,3226
MMZ,EuroAtlantic Airways,euroatlanticairways@email.com,3227
GOJ,EuroJet Aviation,eurojetaviation@email.com,3228
EUP,Euroair,euroair@email.com,3229
EUU,Euroamerican Air,euroamericanair@email.com,3230
ECY,Euroceltic Airways,eurocelticairways@email.com,3231
EUC,Eurocontrol,eurocontrol@email.com,3232
ECF,Eurocopter,eurocopter@email.com,3233
ECA,Eurocypria Airlines,eurocypriaairlines@email.com,3234
EEZ,Eurofly,eurofly@email.com,3235
EEU,Eurofly Service,euroflyservice@email.com,3236
EUG,Euroguineana de Aviacion,euroguineanadeaviacion@email.com,3237
ERJ,Eurojet Italia,eurojetitalia@email.com,3238
JLN,Eurojet Limited,eurojetlimited@email.com,3239
RDP,Eurojet Romania,eurojetromania@email.com,3240
EJS,Eurojet Servis,eurojetservis@email.com,3241
ELO,Eurolot,eurolot@email.com,3242
EMX,Euromanx Airways,euromanxairways@email.com,3243
GED,Europe Air Lines,europeairlines@email.com,3244
FPO,ASL Airlines France,aslairlinesfrance@email.com,3245
EUT,European 2000 Airlines,european2000airlines@email.com,3246
EAG,European Aeronautical Group UK,europeanaeronauticalgroupuk@email.com,3247
EAL,European Air Express,europeanairexpress@email.com,3248
BCS,European Air Transport,europeanairtransport@email.com,3249
EAF,European Aviation Air Charter,europeanaviationaircharter@email.com,3250
EBJ,European Business Jets,europeanbusinessjets@email.com,3251
ECB,European Coastal Airlines,europeancoastalairlines@email.com,3252
ETV,European Executive,europeanexecutive@email.com,3253
EXC,European Executive Express,europeanexecutiveexpress@email.com,3254
EBG,Eurosense,eurosense@email.com,3255
ESX,Euroskylink,euroskylink@email.com,3256
EWG,Eurowings,eurowings@email.com,3257
EIA,Evergreen International Airlines,evergreeninternationalairlines@email.com,3258
VTS,Everts Air Alaska/Everts Air Cargo,evertsairalaska/evertsaircargo@email.com,3259
EMN,Examiner Training Agency,examinertrainingagency@email.com,3260
XLA,Excel Airways,excelairways@email.com,3261
XEL,Excel Charter,excelcharter@email.com,3262
GZA,Excellent Air,excellentair@email.com,3263
EXA,Execair Aviation,execairaviation@email.com,3264
VCN,Execujet Charter,execujetcharter@email.com,3265
EJO,Execujet Middle East,execujetmiddleeast@email.com,3266
VMP,Execujet Scandinavia,execujetscandinavia@email.com,3267
EAS,Executive Aerospace,executiveaerospace@email.com,3268
LFL,Executive Air,executiveair@email.com,3269
EAC,Executive Air Charter,executiveaircharter@email.com,3270
XAF,Executive Air Fleet,executiveairfleet@email.com,3271
ECS,Executive Aircraft Charter and Charter Services,executiveaircraftcharterandcharterservices@email.com,3272
XAH,Executive Aircraft Services,executiveaircraftservices@email.com,3273
EXK,Executive Airlines,executiveairlines@email.com,3274
EXU,Executive Airlines,executiveairlines@email.com,3275
JTR,Executive Aviation Services,executiveaviationservices@email.com,3276
EXE,Executive Flight,executiveflight@email.com,3277
TRI,Executive Flight Operations Ontario Government,executiveflightoperationsontariogovernment@email.com,3278
EXJ,Executive Jet Charter,executivejetcharter@email.com,3279
EJM,Executive Jet Management,executivejetmanagement@email.com,3280
TEA,Executive Turbine Aviation,executiveturbineaviation@email.com,3281
EXF,Eximflight,eximflight@email.com,3282
EXN,Exin,exin@email.com,3283
EXR,Expertos En Carga,expertosencarga@email.com,3284
EXV,Expo Aviation,expoaviation@email.com,3285
FXA,Express Air,expressair@email.com,3286
EIC,Express International Cargo,expressinternationalcargo@email.com,3287
XPL,Express Line Aircompany,expresslineaircompany@email.com,3288
XNA,Express Net Airlines,expressnetairlines@email.com,3289
LHN,Express One International,expressoneinternational@email.com,3290
XTO,Express Tours,expresstours@email.com,3291
BTA,ExpressJet,expressjet@email.com,3292
JTM,Exxavia Limited,exxavialimited@email.com,3293
EZY,easyJet,easyjet@email.com,3294
EJA,NetJets,netjets@email.com,3295
EYE,F.S. Air Service,f.s.airservice@email.com,3296
IFA,FAI Airservice,faiairservice@email.com,3297
FLC,FINFO Flight Inspection Aircraft,finfoflightinspectionaircraft@email.com,3298
FKI,FLM Aviation Mohrdieck,flmaviationmohrdieck@email.com,3299
DCM,FLTPLAN,fltplan@email.com,3300
FLW,FLowair Aviation,flowairaviation@email.com,3301
FMG,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,fmgverkehrsfliegerschuleflughafenpaderborn-lippstadt@email.com,3302
FRA,FR Aviation,fraviation@email.com,3303
FSB,FSB Flugservice & Development,fsbflugservice&development@email.com,3304
LEJ,FSH Luftfahrtunternehmen,fshluftfahrtunternehmen@email.com,3305
FBA,Fab Air,fabair@email.com,3306
FCS,Facts Air,factsair@email.com,3307
FAV,Fair Aviation,fairaviation@email.com,3308
FWD,Fair Wind Air Charter,fairwindaircharter@email.com,3309
FLS,Fairlines,fairlines@email.com,3310
FFC,Fairoaks Flight Centre,fairoaksflightcentre@email.com,3311
FWY,Fairways Corporation,fairwayscorporation@email.com,3312
FCN,Falcon Air,falconair@email.com,3313
FAR,Falcon Air,falconair@email.com,3314
FAO,Falcon Air Express,falconairexpress@email.com,3315
FAU,Falcon Airline,falconairline@email.com,3316
,Falcon Aviation,falconaviation@email.com,3317
FVS,Falcon Aviation Services,falconaviationservices@email.com,3318
FJC,Falcon Jet Centre,falconjetcentre@email.com,3319
FAW,Falwell Aviation,falwellaviation@email.com,3320
EFA,Far Eastern Air Transport,fareasternairtransport@email.com,3321
FDL,Farmingdale State University,farmingdalestateuniversity@email.com,3322
FAH,Farnair Hungary,farnairhungary@email.com,3323
FRN,Farnair Netherlands,farnairnetherlands@email.com,3324
FAT,Farnair Switzerland,farnairswitzerland@email.com,3325
RAF,Farnas Aviation Services,farnasaviationservices@email.com,3326
HBL,Faroecopter,faroecopter@email.com,3327
